YLL050C	YLL050C_mRNA	39804	40221	40222	40400	40401	40414
YOL048C	YOL048C_mRNA	240204	240947	240948	241025	241026	241310
YCR031C	YCR031C_mRNA	177500	177906	177907	178213	178214	178220
YLR054C	YLR054C_mRNA	248717	250860	250861	250947	250948	250978
YIL156W-B	YIL156W-B_mRNA	47690	47698	47699	47760	47761	47973
YGL087C	YGL087C_mRNA	346406	346808	346809	346893	346894	346904
YLR128W	YLR128W_mRNA	398530	398532	398533	398626	398627	399433
YER056C-A	YER056C-A_mRNA	269423	269751	269752	270148	270149	270185
YKR004C	YKR004C_mRNA	446799	447706	447707	447810	447811	448036
YKL002W	YKL002W_mRNA	437778	437837	437838	437905	437906	438544
YAL003W	YAL003W_mRNA	142174	142253	142254	142619	142620	143160
YCL002C	YCL002C_mRNA	110808	111557	111558	111633	111634	111675
YBR119W	YBR119W_mRNA	479338	479345	479346	479434	479435	480323
YKL180W	YKL180W_mRNA	109269	109577	109578	109883	109884	110129
YHR097C	YHR097C_mRNA	297385	298360	298361	298484	298485	298609
YDR367W	YDR367W_mRNA	1212848	1212877	1212878	1212978	1212979	1213614
Q0065	Q0065_mRNA	13818	13986	13987	16434	16435	16470
Q0065	Q0065_mRNA	16435	16470	16471	18953	18954	18991
Q0065	Q0065_mRNA	18954	18991	18992	20507	20508	21935
YNL246W	YNL246W_mRNA	185460	185491	185492	185586	185587	186349
YCL012C	YCL012C_mRNA	101317	101633	101634	101700	101701	101788
YML085C	YML085C_mRNA	97941	99259	99260	99375	99376	99400
YOL120C	YOL120C_mRNA	93395	93843	93844	94290	94291	94402
YPL218W	YPL218W_mRNA	138698	138725	138726	138864	138865	139409
YPL198W	YPL198W_mRNA	173152	173162	173163	173571	173572	173665
YPL198W	YPL198W_mRNA	173572	173665	173666	174072	174073	174702
YKR094C	YKR094C_mRNA	617996	618374	618375	618742	618743	618750
YGR183C	YGR183C_mRNA	859063	859260	859261	859473	859474	859476
YBR111W-A	YBR111W-A_mRNA	462139	462209	462210	462289	462290	462429
YBR111W-A	YBR111W-A_mRNA	462290	462429	462430	462499	462500	462579
Q0070	Q0070_mRNA	13818	13986	13987	16434	16435	16470
Q0070	Q0070_mRNA	16435	16470	16471	18953	18954	18991
Q0070	Q0070_mRNA	18954	18991	18992	20507	20508	20984
Q0070	Q0070_mRNA	20508	20984	20985	21994	21995	23167
YKL157W	YKL157W_mRNA	154991	155271	155272	155654	155655	158232
YJL189W	YJL189W_mRNA	75933	75938	75939	76324	76325	76474
YNL301C	YNL301C_mRNA	63570	64018	64019	64450	64451	64562
YML073C	YML073C_mRNA	123227	123742	123743	124157	124158	124172
YDR471W	YDR471W_mRNA	1401770	1401800	1401801	1402184	1402185	1402564
YNL044W	YNL044W_mRNA	545268	545291	545292	545370	545371	545877
YPL175W	YPL175W_mRNA	218630	218646	218647	218746	218747	220088
YDR129C	YDR129C_mRNA	713340	715247	715248	715358	715359	715379
YDL125C	YDL125C_mRNA	239019	239398	239399	239509	239510	239606
YPL090C	YPL090C_mRNA	377291	377995	377996	378389	378390	378395
YNL162W	YNL162W_mRNA	331322	331325	331326	331837	331838	332154
YML056C	YML056C_mRNA	162194	163308	163309	163716	163717	164176
YPR202W	YPR202W_mRNA	943032	943050	943051	943198	943199	943896
YJR079W	YJR079W_mRNA	580205	580347	580348	581052	581053	581239
Q0255	Q0255_mRNA	74495	75622	75623	75662	75663	75872
Q0255	Q0255_mRNA	75663	75872	75873	75903	75904	75984
YIL133C	YIL133C_mRNA	98527	99095	99096	99385	99386	99416
YDR381C-A	YDR381C-A_mRNA	1238312	1238630	1238631	1238824	1238825	1238850
YJR145C	YJR145C_mRNA	702027	702798	702799	703054	703055	703068
YBR090C	YBR090C_mRNA	426333	426516	426517	426873	426874	427058
YHR039C-A	YHR039C-A_mRNA	187173	187514	187515	187676	187677	187679
YDL083C	YDL083C_mRNA	306926	307333	307334	307765	307766	307789
YKL081W	YKL081W_mRNA	282891	283095	283096	283421	283422	284455
YGR029W	YGR029W_mRNA	543553	543638	543639	543721	543722	544205
YHR016C	YHR016C_mRNA	136881	138240	138241	138408	138409	138455
YML133C	YML133C_mRNA	461	3791	3792	3890	3891	4684
YDL079C	YDL079C_mRNA	312951	314044	314045	314336	314337	314748
YDR305C	YDR305C_mRNA	1072746	1073312	1073313	1073401	1073402	1073488
YLL066C	YLL066C_mRNA	6120	9450	9451	9549	9550	9836
YMR079W	YMR079W_mRNA	424989	424997	424998	425153	425154	426059
YLR078C	YLR078C_mRNA	285736	286467	286468	286556	286557	286559
YPL081W	YPL081W_mRNA	404950	404956	404957	405457	405458	406044
Q0075	Q0075_mRNA	24156	24870	24871	24905	24906	25255
YGR296W	YGR296W_mRNA	1084864	1084882	1084883	1085030	1085031	1090591
YJL136C	YJL136C_mRNA	156550	156789	156790	157249	157250	157273
YIL106W	YIL106W_mRNA	166415	166434	166435	166519	166520	167444
YDL012C	YDL012C_mRNA	431108	431386	431387	431472	431473	431517
YDR064W	YDR064W_mRNA	579458	579478	579479	580017	580018	580452
YOR122C	YOR122C_mRNA	552298	552665	552666	552874	552875	552887
YAL030W	YAL030W_mRNA	87286	87387	87388	87500	87501	87752
YMR201C	YMR201C_mRNA	665845	666933	666934	667017	667018	667044
YPR010C-A	YPR010C-A_mRNA	582373	582558	582559	582701	582702	582734
YBR230C	YBR230C_mRNA	679549	679942	679943	680039	680040	680050
YDR397C	YDR397C_mRNA	1266366	1266769	1266770	1266861	1266862	1266898
YIL004C	YIL004C_mRNA	347946	348363	348364	348494	348495	348505
YML026C	YML026C_mRNA	222987	223380	223381	223781	223782	223828
YMR143W	YMR143W_mRNA	551928	551951	551952	552495	552496	552903
YBL027W	YBL027W_mRNA	168423	168424	168425	168808	168809	169376
YDL115C	YDL115C_mRNA	253995	254974	254975	255044	255045	255126
YMR142C	YMR142C_mRNA	550206	550801	550802	551203	551204	551207
YDL075W	YDL075W_mRNA	322226	322282	322283	322703	322704	322988
YHR141C	YHR141C_mRNA	381990	382306	382307	382747	382748	382751
YBL059C-A	YBL059C-A_mRNA	110125	110420	110421	110505	110506	110539
YPL052W	YPL052W_mRNA	458799	459005	459006	459006	459007	459678
YBR255C-A	YBR255C-A_mRNA	726618	726917	726918	727011	727012	727074
YJR021C	YJR021C_mRNA	468555	469183	469184	469263	469264	469579
YDL082W	YDL082W_mRNA	308424	308427	308428	308792	308793	309388
YNL050C	YNL050C_mRNA	534079	534874	534875	534965	534966	534982
YER003C	YER003C_mRNA	157736	158994	158995	159087	159088	159118
YDR059C	YDR059C_mRNA	569234	569633	569634	569723	569724	569770
YDL191W	YDL191W_mRNA	117664	117666	117667	118157	118158	118517
YLR093C	YLR093C_mRNA	326513	327258	327259	327399	327400	327415
YKR057W	YKR057W_mRNA	551657	551680	551681	552002	552003	552242
YJR094W-A	YJR094W-A_mRNA	608305	608306	608307	608581	608582	608858
YOL127W	YOL127W_mRNA	80348	80360	80361	80774	80775	81190
YER179W	YER179W_mRNA	548421	548552	548553	548644	548645	549517
YOR239W	YOR239W_mRNA	784857	785687	785688	785688	785689	786744
YBL059W	YBL059W_mRNA	110594	110879	110880	110948	110949	111244
YDR025W	YDR025W_mRNA	491515	491559	491560	491898	491899	492324
YCR097W	YCR097W_mRNA	293835	293939	293940	293993	293994	294239
YCR097W	YCR097W_mRNA	293994	294239	294240	294291	294292	294321
YHR021C	YHR021C_mRNA	147871	148116	148117	148666	148667	148669
YLR445W	YLR445W_mRNA	1024189	1024572	1024573	1024654	1024655	1024837
YLR202C	YLR202C_mRNA	550194	550458	550459	550574	550575	550636
YGL076C	YGL076C_mRNA	364335	364964	364965	365432	365433	365526
