AFUB_102200	EDP47064	11103	11281	11282	11330	11331	11544
AFUB_102200	EDP47064	11331	11544	11545	11593	11594	12219
AFUB_102200	EDP47064	11594	12219	12220	12270	12271	12704
AFUB_102200	EDP47064	12271	12704	12705	12780	12781	13667
AFUB_102220	EDP47066	23215	23282	23283	23375	23376	23844
AFUB_102210	EDP47065	20684	21854	21855	21915	21916	21947
AFUB_102230	EDP47067	27118	27298	27299	27407	27408	27896
AFUB_102230	EDP47067	27408	27896	27897	27982	27983	28464
AFUB_003100	EDP55613	855942	855974	855975	856035	856036	856384
AFUB_003100	EDP55613	856036	856384	856385	856444	856445	856608
AFUB_003100	EDP55613	856445	856608	856609	856661	856662	857513
AFUB_000030	EDP55313	13209	13463	13464	13535	13536	13727
AFUB_001870	EDP55492	519000	519109	519110	519173	519174	519390
AFUB_001870	EDP55492	519174	519390	519391	519451	519452	520498
AFUB_001870	EDP55492	519452	520498	520499	520552	520553	520821
AFUB_001870	EDP55492	520553	520821	520822	520880	520881	520995
AFUB_001870	EDP55492	520881	520995	520996	521050	521051	521110
AFUB_001870	EDP55492	521051	521110	521111	521172	521173	521538
AFUB_002860	EDP55591	791336	791408	791409	791623	791624	791806
AFUB_002860	EDP55591	791624	791806	791807	792288	792289	792371
AFUB_009110	EDP56202	2573609	2573683	2573684	2573747	2573748	2573758
AFUB_009110	EDP56202	2573748	2573758	2573759	2573836	2573837	2573866
AFUB_009110	EDP56202	2573837	2573866	2573867	2573966	2573967	2574056
AFUB_009110	EDP56202	2573967	2574056	2574057	2574154	2574155	2574866
AFUB_006450	EDP55943	1833217	1833524	1833525	1833597	1833598	1835335
AFUB_006580	EDP55956	1865644	1865769	1865770	1865829	1865830	1865872
AFUB_006580	EDP55956	1865830	1865872	1865873	1865925	1865926	1866700
AFUB_006580	EDP55956	1865926	1866700	1866701	1866770	1866771	1866825
AFUB_001040	EDP55413	270109	270595	270596	270775	270776	271038
AFUB_004700	EDP55774	1320029	1320947	1320948	1321004	1321005	1322122
AFUB_004700	EDP55774	1321005	1322122	1322123	1322176	1322177	1324380
AFUB_004700	EDP55774	1322177	1324380	1324381	1324586	1324587	1324785
AFUB_015910	EDP56870	4499095	4499694	4499695	4499747	4499748	4500165
AFUB_015910	EDP56870	4499748	4500165	4500166	4500218	4500219	4500430
AFUB_006600	EDP55958	1869784	1870865	1870866	1870961	1870962	1871298
AFUB_010180	EDP56309	2879364	2880134	2880135	2880186	2880187	2881301
AFUB_010180	EDP56309	2880187	2881301	2881302	2881350	2881351	2881897
AFUB_010180	EDP56309	2881351	2881897	2881898	2881962	2881963	2882868
AFUB_012560	EDP56545	3536802	3537236	3537237	3537284	3537285	3537403
AFUB_012560	EDP56545	3537285	3537403	3537404	3537442	3537443	3537995
AFUB_017020	EDP56979	4850511	4850640	4850641	4850705	4850706	4850760
AFUB_017020	EDP56979	4850706	4850760	4850761	4850813	4850814	4853229
AFUB_015560	EDP56835	4422989	4423039	4423040	4423188	4423189	4423681
AFUB_015560	EDP56835	4423189	4423681	4423682	4423738	4423739	4424212
AFUB_015560	EDP56835	4423739	4424212	4424213	4424265	4424266	4424578
AFUB_015560	EDP56835	4424266	4424578	4424579	4424634	4424635	4424945
AFUB_015560	EDP56835	4424635	4424945	4424946	4424995	4424996	4425501
AFUB_010050	EDP56296	2847965	2848965	2848966	2849023	2849024	2849051
AFUB_010050	EDP56296	2849024	2849051	2849052	2849183	2849184	2849241
AFUB_010050	EDP56296	2849184	2849241	2849242	2849338	2849339	2849415
AFUB_010110	EDP56302	2862774	2862978	2862979	2863038	2863039	2864519
AFUB_010110	EDP56302	2863039	2864519	2864520	2864575	2864576	2865526
AFUB_009700	EDP56262	2722766	2722910	2722911	2722962	2722963	2727389
AFUB_015450	EDP56825	4386117	4386158	4386159	4386211	4386212	4386306
AFUB_015450	EDP56825	4386212	4386306	4386307	4386369	4386370	4387183
AFUB_009520	EDP56244	2680336	2680941	2680942	2680999	2681000	2681145
AFUB_009520	EDP56244	2681000	2681145	2681146	2681204	2681205	2681292
AFUB_016500	EDP56928	4681082	4681455	4681456	4681509	4681510	4682621
AFUB_016500	EDP56928	4681510	4682621	4682622	4682675	4682676	4683451
AFUB_003540	EDP55657	972516	973811	973812	973881	973882	974016
AFUB_005100	EDP55814	1428614	1428677	1428678	1428758	1428759	1428911
AFUB_005100	EDP55814	1428759	1428911	1428912	1428963	1428964	1429817
AFUB_003300	EDP55633	907933	909594	909595	909799	909800	910396
AFUB_000660	EDP55376	174579	175204	175205	175267	175268	175445
AFUB_000660	EDP55376	175268	175445	175446	175509	175510	175587
AFUB_008860	EDP56177	2509132	2509500	2509501	2509650	2509651	2509866
AFUB_001600	EDP55465	441051	441136	441137	441294	441295	442688
AFUB_001600	EDP55465	441295	442688	442689	442857	442858	442922
AFUB_001810	EDP55486	503087	503353	503354	503414	503415	505355
AFUB_001810	EDP55486	503415	505355	505356	505607	505608	505685
AFUB_001810	EDP55486	505608	505685	505686	505800	505801	505818
AFUB_001810	EDP55486	505801	505818	505819	505939	505940	505975
AFUB_001800	EDP55485	501094	501515	501516	501594	501595	501963
AFUB_001800	EDP55485	501595	501963	501964	502010	502011	502023
AFUB_001800	EDP55485	502011	502023	502024	502116	502117	502200
AFUB_000400	EDP55350	114353	114568	114569	114596	114597	114780
AFUB_000400	EDP55350	114597	114780	114781	114832	114833	115341
AFUB_000400	EDP55350	114833	115341	115342	115394	115395	115519
AFUB_000400	EDP55350	115395	115519	115520	115566	115567	115642
AFUB_000400	EDP55350	115567	115642	115643	115723	115724	115793
AFUB_000400	EDP55350	115724	115793	115794	115858	115859	116230
AFUB_000400	EDP55350	115859	116230	116231	116284	116285	116745
AFUB_014250	EDP56706	4002981	4003175	4003176	4003251	4003252	4003282
AFUB_014250	EDP56706	4003252	4003282	4003283	4003343	4003344	4003443
AFUB_014250	EDP56706	4003344	4003443	4003444	4003495	4003496	4003680
AFUB_014250	EDP56706	4003496	4003680	4003681	4003738	4003739	4004769
AFUB_000520	EDP55362	145538	145588	145589	145862	145863	147284
AFUB_001020	EDP55411	262383	263195	263196	263245	263246	264503
AFUB_001020	EDP55411	263246	264503	264504	264563	264564	264856
AFUB_001020	EDP55411	264564	264856	264857	264954	264955	265158
AFUB_001020	EDP55411	264955	265158	265159	265274	265275	266843
AFUB_011620	EDP56451	3279048	3279105	3279106	3279163	3279164	3280502
AFUB_011620	EDP56451	3279164	3280502	3280503	3280560	3280561	3280675
AFUB_016650	EDP56943	4730305	4730865	4730866	4730920	4730921	4731265
AFUB_006950	EDP55993	1958958	1959766	1959767	1959830	1959831	1960025
AFUB_006950	EDP55993	1959831	1960025	1960026	1960092	1960093	1960123
AFUB_004940	EDP55798	1382242	1383228	1383229	1383283	1383284	1383786
AFUB_004940	EDP55798	1383284	1383786	1383787	1383955	1383956	1384493
AFUB_006870	EDP55985	1938122	1938445	1938446	1938497	1938498	1939634
AFUB_001940	EDP55499	542473	542835	542836	542889	542890	543060
AFUB_001940	EDP55499	542890	543060	543061	543141	543142	544424
AFUB_001940	EDP55499	543142	544424	544425	544490	544491	544975
AFUB_001940	EDP55499	544491	544975	544976	545130	545131	546228
AFUB_001940	EDP55499	545131	546228	546229	546275	546276	546541
AFUB_016140	EDP56892	4582813	4582916	4582917	4582974	4582975	4583108
AFUB_016140	EDP56892	4582975	4583108	4583109	4583171	4583172	4583266
AFUB_016140	EDP56892	4583172	4583266	4583267	4583320	4583321	4584001
AFUB_009860	EDP56278	2791417	2791801	2791802	2791867	2791868	2793579
AFUB_002300	EDP55535	626227	626434	626435	626541	626542	626598
AFUB_002300	EDP55535	626542	626598	626599	626660	626661	626728
AFUB_002300	EDP55535	626661	626728	626729	626784	626785	627113
AFUB_002300	EDP55535	626785	627113	627114	627165	627166	627258
AFUB_002300	EDP55535	627166	627258	627259	627322	627323	627653
AFUB_011990	EDP56488	3365731	3365830	3365831	3365934	3365935	3366460
AFUB_011990	EDP56488	3365935	3366460	3366461	3366517	3366518	3367835
AFUB_008900	EDP56181	2513882	2513954	2513955	2514017	2514018	2514870
AFUB_008900	EDP56181	2514018	2514870	2514871	2514935	2514936	2515231
AFUB_008900	EDP56181	2514936	2515231	2515232	2515292	2515293	2515390
AFUB_015570	EDP56836	4425733	4426811	4426812	4426861	4426862	4426930
AFUB_015570	EDP56836	4426862	4426930	4426931	4426982	4426983	4427267
AFUB_015570	EDP56836	4426983	4427267	4427268	4427340	4427341	4427491
AFUB_006480	EDP55946	1841192	1841243	1841244	1841320	1841321	1841419
AFUB_006480	EDP55946	1841321	1841419	1841420	1841507	1841508	1841665
AFUB_013010	EDP56590	3666503	3667166	3667167	3667226	3667227	3667753
AFUB_013010	EDP56590	3667227	3667753	3667754	3667828	3667829	3668110
AFUB_009930	EDP56284	2808194	2808697	2808698	2808762	2808763	2808876
AFUB_009930	EDP56284	2808763	2808876	2808877	2808946	2808947	2809012
AFUB_004870	EDP55791	1360739	1360849	1360850	1360924	1360925	1361101
AFUB_004870	EDP55791	1360925	1361101	1361102	1361160	1361161	1361319
AFUB_000970	EDP55406	250552	250741	250742	250802	250803	251515
AFUB_011710	EDP56460	3300002	3300269	3300270	3300318	3300319	3300432
AFUB_011710	EDP56460	3300319	3300432	3300433	3300491	3300492	3300714
AFUB_011710	EDP56460	3300492	3300714	3300715	3300768	3300769	3301140
AFUB_011710	EDP56460	3300769	3301140	3301141	3301193	3301194	3301348
AFUB_011710	EDP56460	3301194	3301348	3301349	3301398	3301399	3301824
AFUB_011710	EDP56460	3301399	3301824	3301825	3301875	3301876	3302129
AFUB_016760	EDP56954	4768108	4768184	4768185	4768231	4768232	4768595
AFUB_015880	EDP56867	4494777	4494926	4494927	4494951	4494952	4496427
AFUB_014030	EDP56685	3942180	3942366	3942367	3942800	3942801	3943348
AFUB_014030	EDP56685	3942801	3943348	3943349	3943431	3943432	3945552
AFUB_005760	EDP55876	1628740	1630418	1630419	1630479	1630480	1630654
AFUB_009690	EDP56261	2720484	2721015	2721016	2721089	2721090	2721712
AFUB_016690	EDP56947	4743217	4743358	4743359	4743405	4743406	4744060
AFUB_016690	EDP56947	4743406	4744060	4744061	4744116	4744117	4744437
AFUB_016690	EDP56947	4744117	4744437	4744438	4744489	4744490	4744731
AFUB_016690	EDP56947	4744490	4744731	4744732	4744791	4744792	4744894
AFUB_016690	EDP56947	4744792	4744894	4744895	4744945	4744946	4744993
AFUB_016690	EDP56947	4744946	4744993	4744994	4745046	4745047	4745116
AFUB_016690	EDP56947	4745047	4745116	4745117	4745187	4745188	4745328
AFUB_010220	EDP56313	2892504	2892687	2892688	2892757	2892758	2893476
AFUB_010220	EDP56313	2892758	2893476	2893477	2893534	2893535	2893567
AFUB_002760	EDP55581	765687	765894	765895	765956	765957	766041
AFUB_002760	EDP55581	765957	766041	766042	766113	766114	766429
AFUB_002760	EDP55581	766114	766429	766430	766498	766499	766737
AFUB_002760	EDP55581	766499	766737	766738	766796	766797	766824
AFUB_014810	EDP56762	4174726	4174866	4174867	4174924	4174925	4175701
AFUB_014810	EDP56762	4174925	4175701	4175702	4175994	4175995	4176183
AFUB_014810	EDP56762	4175995	4176183	4176184	4176263	4176264	4176326
AFUB_013760	EDP56659	3866341	3867051	3867052	3867113	3867114	3867250
AFUB_013760	EDP56659	3867114	3867250	3867251	3867435	3867436	3867526
AFUB_003010	EDP55606	836669	836934	836935	837002	837003	838365
AFUB_007660	EDP56064	2145041	2145777	2145778	2145856	2145857	2146139
AFUB_012730	EDP56562	3583439	3583630	3583631	3583720	3583721	3584387
